"en_airport","ko_airport","iata_code","icao_code","region","en_country","ko_country","en_city","ko_city","time_diff","des"
Merowe Airport,메로웨 공항,MWE,HSMN,중동아프리카,Sudan,수단,Merowe,메로위,-7.0,메로위
Mestia Queen Tamar Airport,메스티아 퀸 타마르 공항,n/a,UGMS,아시아태평양,Georgia,조지아,Mestia,메스티아,-5.0,메스티아
Metlakatla Seaplane Base,메틀라카틀라 수상비행기 기지,MTM,PAMM,북미캐나다,United States,미국,Metlakatla,메틀라카틀라,-17.0,메틀라카틀라
Metz Nancy Lorraine Airport,메스 낭시 로렌 공항,ETZ,LFJL,유럽,France,프랑스,Metz/Nancy,메츠/낭시,-7.0,메츠/낭시
Mexico City International Airport,멕시코 시티 국제 공항,MEX,MMMX,중남미,Mexico,멕시코,Mexico City,멕시코시티,-15.0,멕시코시티
Meyers Chuck Seaplane Base ,마이어스 척 수상 비행기 기지,WMK,n/a,북미캐나다,United States,미국,Meyers Chuck,메이어스 척,-17.0,메이어스 척
Mfuwe Airport,음푸웨 공항,MFU,FLMF,중동아프리카,Zambia,잠비아,Mfuwe,음푸웨,-7.0,음푸웨
Miami International Airport,마이애미 국제 공항,MIA,KMIA,북미캐나다,United States,미국,Miami,마이애미,-13.0,마이애미
Miami Opa Locka Executive Airport,마이애미 오파 로카 이그제큐티브 공항,OPF,KOPF,북미캐나다,United States,미국,Miami,마이애미,-13.0,마이애미
Miami Seaplane Base ,마이애미 수상비행기 기지,MPB,n/a,북미캐나다,United States,미국,Miami,마이애미,-13.0,마이애미
Miangas Airport,미앙가스 공항,n/a,n/a,아시아태평양,Indonesia,인도네시아,Miangas,미앙가스,2.0,미앙가스
Mianyang Nanjiao Airport,?x양 난자오 공항,MIG,ZUMY,아시아태평양,China,중국,Mianyang,?양,-1.0,?양
Michel Pouliot Gaspe Airport,미셸 풀리오 가스페 공항,YGP,CYGP,북미캐나다,Canada,캐나다,Gaspe,가스페,-13.0,가스페
Mid Delta Regional Airport,미드델타 공항,GLH,KGLH,북미캐나다,United States,미국,Greenville,그린빌,-13.0,그린빌
Mid Ohio Valley Regional Airport,미드 오하이오 밸리 공항,PKB,KPKB,북미캐나다,United States,미국,Parkersburg,파커스버그,-13.0,파커스버그
MidAmerica St. Louis Airport,미드아메리카 세인트루이스 공항,BLV,KBLV,북미캐나다,United States,미국,Belleville,벨빌,-14.0,벨빌
Middle Georgia Regional Airport,미들조지아 공항,MCN,KMCN,북미캐나다,United States,미국,Macon,메이컨,-13.0,메이컨
Middlemount Airport,미들마운트 공항,MMM,YMMU,대양주,Australia,오스트레일리아,Middlemount,미들마운트,1.0,미들마운트
Midland International Air and Space Port,미들랜드 국제 항공 우주 항구,MAF,KMAF,북미캐나다,United States,미국,Midland,미들랜드,-15.0,미들랜드
Midway International Airport,미드웨이 국제 공항,MDW,KMDW,북미캐나다,United States,미국,Chicago,시카고,-14.0,시카고
Migalovo Air Base,미갈로보 공군기지,KLD,UUEM,유럽,Russia,러시아,Tver,트베르,-6.0,트베르
Mihail Kogalniceanu International Airport,미하일 코갈니체아누 국제공항,CND,LRCK,유럽,Romania,루마니아,Constanta,콘스탄차,-7.0,콘스탄차
Miho Yonago Airport,미호 요나고 공항,YGJ,RJOH,아시아태평양,Japan,일본,Yonago,요나고,0.0,요나고
Milan Malpensa Airport,밀라노 말펜사 공항,MXP,LIMC,유럽,Italy,이탈리아,Milan,밀라노,-7.0,밀라노
Milas Bodrum Airport,밀라스 보드룸 공항,BJV,LTFE,유럽,Turkey,터키,Bodrum,보드룸,-6.0,보드룸
Mildura Airport,밀두라 공항,MQL,YMIA,대양주,Australia,오스트레일리아,Mildura,밀두라,1.0,밀두라
Miles Airport,마일즈 공항,WLE,YMLS,대양주,Australia,오스트레일리아,Miles,마일즈,-15.0,마일즈
Miles City Airport,마일스 시티 공항,MLS,KMLS,북미캐나다,United States,미국,Miles City,마일즈 시티,-15.0,마일즈 시티
Mili Airport,밀리 공항,MIJ,MLIP,아시아태평양,Marshall Islands,마샬 군도,Mili Atoll,밀리 아톨,3.0,밀리 아톨
Milingimbi Airport,밀링김비 공항,MGT,YMGB,대양주,Australia,오스트레일리아,Milingimbi Island,밀링김비 아일랜드,0.5,밀링김비 아일랜드
Nakashibetsu Airport,나카시베쓰 공항,SHB,RJCN,아시아태평양,Japan,일본,Nakashibetsu,나카시베쓰,0.0,나카시베쓰
Milos Island National Airport,밀로스 아일랜드 내셔널 공항,MLO,LGML,유럽,Greece,그리스,Milos,밀로스,-6.0,밀로스
Milwaukee Mitchell International Airport,밀워키 미첼 국제 공항,MKE,KMKE,북미캐나다,United States,미국,Milwaukee,밀워키,-14.0,밀워키
Minami Daito Airport,미나미다이토 공항,MMD,ROMD,아시아태평양,Japan,일본,Minamidaito,미나미다이토,0.0,미나미다이토
Minangkabau International Airport,미낭카바우 국제공항,PDG,WIEE,아시아태평양,Indonesia,인도네시아,Padang,파당,-2.0,파당
Minatitlan/Coatzacoalcos International Airport,미나티틀란/코아차코알코스 국제공항,MTT,MMMT,중남미,Mexico,멕시코,Minatitlan,미나티틀란,-15.0,미나티틀란
Mineralnye Vody Airport,미네랄니에 보디 공항,MRV,URMM,유럽,Russia,러시아,Mineralnye Vody,미네랄니예 보디,-6.0,미네랄니예 보디
Ministro Pistarini International Airport,미니스트로 피스타리니 국제공항,EZE,SAEZ,중남미,Argentina,아르헨티나,Buenos Aires,부에노스아이레스,-12.0,부에노스아이레스
Minna Airport,민나 공항,MXJ,DNMN,중동아프리카,Nigeria,나이지리아,Minna,민나,-8.0,민나
Minneapolis Saint Paul International Airport,미니애폴리스 세인트폴 국제공항,MSP,KMSP,북미캐나다,United States,미국,Minneapolis,미니애폴리스,-14.0,미니애폴리스
Minot International Airport,미놋 국제 공항,MOT,KMOT,북미캐나다,United States,미국,Minot,마이넛,-15.0,마이넛
Minsk National Airport,민스크 국립 공항,MSQ,UMMS,유럽,Belarus,벨라루시,Minsk,민스크,-6.0,민스크
Minto Al Wright Airport,민토 알 라이트 공항,MNT,n/a,북미캐나다,United States,미국,Minto,민토,-18.0,민토
Miri Airport,미리 공항,MYY,WBGR,아시아태평양,Malaysia,말레이시아,Miri,미리,-1.0,미리
MiritI Parana Airport,미리티 파라나 공항,MIX,n/a,중남미,Colombia,콜롬비아,MiritI-Parana,미리티-파라나,-14.0,미리티-파라나
Mirny Airport,미르니 공항,MJZ,UERR,유럽,Russia,러시아,Mirny,미르니,-2.0,미르니
Misawa Airport,미사와공항,MSJ,RJSM,아시아태평양,Japan,일본,Misawa,미사와,0.0,미사와
Misima Island Airport,미시마 아일랜드 공항,MIS,AYMS,아시아태평양,Papua New Guinea,파푸아뉴기니,Misima Island,미시마 제도,1.0,미시마 제도
Misrata Airport,미스라타 공항,MRA,HLMS,중동아프리카,Libya,리비아,Misurata,미수라타,-8.0,미수라타
Missoula International Airport,미줄라 국제 공항,MSO,KMSO,북미캐나다,United States,미국,Missoula,미줄라,-16.0,미줄라
Mitchell Municipal Airport,미첼 공항,MHE,KMHE,북미캐나다,United States,미국,Mitchell,미첼,-15.0,미첼
Mitiaro Airport,미티아로 공항,MOI,NCMR,아시아태평양,Cook Islands,쿡 군도,Mitiaro Island,미티아로 아일랜드,-20.0,미티아로 아일랜드
Mitiga International Airport,미티가 국제 공항,MJI,HLLM,중동아프리카,Libya,리비아,Tripoli,트리폴리,-7.0,트리폴리
Miyakejima Airport,미야케지마 공항,MYE,RJTQ,아시아태평양,Japan,일본,Miyakejima,미야케지마,0.0,미야케지마
Miyako Airport,미야코 공항,MMY,ROMY,아시아태평양,Japan,일본,Miyakojima,미야코지마,0.0,미야코지마
Miyazaki Airport,미야자키 공항,KMI,RJFM,아시아태평양,Japan,일본,Miyazaki,미야자키,0.0,미야자키
Mkuze Airport,음쿠제 공항,MZQ,FAMU,중동아프리카,South Africa,남아프리카,Mkuze,음쿠제,-7.0,음쿠제
Mnchengladbach Airport,묀헨글라트바흐 공항,MGL,EDLN,유럽,Germany,독일,Mnchengladbach,묀헨글라트바흐,-7.0,묀헨글라트바흐
Mnster Osnabrck Airport,뮌스터 오스나브뤼크 공항,FMO,EDDG,유럽,Germany,독일,Mnster,뮌스터,-7.0,뮌스터
Moala Airport,모알라 공항,MFJ,NFMO,아시아태평양,Fiji,피지,Moala Island,모알라 제도,3.0,모알라 제도
Moanda Airport,모안다 공항,MFF,FOOD,중동아프리카,Gabon,가봉,Moanda,모안다,-8.0,모안다
Mobile Downtown Airport,모빌 다운타운 공항,BFM,KBFM,북미캐나다,United States,미국,Mobile,모빌,-15.0,모빌
Mobile Regional Airport,모빌 공항,MOB,KMOB,북미캐나다,United States,미국,Mobile,모빌,-15.0,모빌
MocImboa da Praia Airport,모킴보아드프라이아 공항,MZB,FQMP,중동아프리카,Mozambique,모잠비크,MocImboa da Praia,모심보아 다 프라이아,-6.0,모심보아 다 프라이아
Mocopulli Airport,모코풀리 공항,MHC,SCPQ,중남미,Chile,칠레,Castro,카스트로,-12.0,카스트로
Modesto City County Airport,모데스토 시티 카운티 공항,MOD,KMOD,북미캐나다,United States,미국,Modesto,모데스토,-16.0,모데스토
Moenjodaro Airport,모엔조다로 공항,MJD,OPMJ,중동아프리카,Pakistan,파키스탄,Mohenjo Daro,모헨조 다로,-4.0,모헨조 다로
Mogilev Airport,모길레프 공항,MVQ,UMOO,유럽,Belarus,벨라루시,Mogilev,모길료프,-6.0,모길료프
Mohamed Boudiaf International Airport,모하메드 부디아프 국제 공항,CZL,DABC,중동아프리카,Algeria,알제리,Constantine,콘스탄틴,-8.0,콘스탄틴
Mohammed V International Airport,모하메드 V 국제공항,CMN,GMMN,중동아프리카,Morocco,모로코,Casablanca,카사블랑카,-8.0,카사블랑카
Mohe Gulian Airport,모헤 굴리안 공항,OHE,ZYMH,아시아태평양,China,중국,Mohe,모허,1.0,모허
Moheli Bandar Es Eslam Airport,모헬리 반다르에스에스에스슬람 공항,NWA,FMCI,중동아프리카,Comoros,코모로,Moheli,모헬리,-6.0,모헬리
Moi International Airport,모이 국제 공항,MBA,HKMO,중동아프리카,Kenya,케냐,Mombasa,몸바사,-6.0,몸바사
MoiRana Airport,모이나라 공항,MQN,ENRA,유럽,Norway,노르웨이,Mo i Rana,모 이 라나,-7.0,모 이 라나
Moises R. Espinosa Airport,모이세스 R. 에스피노사 공항,MBT,RPVJ,아시아태평양,Philippines,필리핀,Masbate,마스바테,-1.0,마스바테
Mojave Air and Space Port,모하비 항공 우주 항구,MHV,KMHV,북미캐나다,United States,미국,Mojave,모하비,-16.0,모하비
Molde Airport,몰데 공항,MOL,ENML,유럽,Norway,노르웨이,Molde,몰데,-7.0,몰데
Molokai Airport,몰로카이 공항,MKK,PHMK,북미캐나다,United States,미국,Hoolehua,훌레후아,-19.0,훌레후아
Moma Airport,모마 공항,MQJ,UEMA,유럽,Russia,러시아,Khonuu,호누우,2.0,호누우
Momote Airport,모모테 공항,MAS,AYMO,아시아태평양,Papua New Guinea,파푸아뉴기니,Manus Island,마누스 제도,1.0,마누스 제도
Monastir Habib Bourguiba International Airport,모나스티르 하비브 부르기바 국제공항,MIR,DTMB,중동아프리카,Tunisia,튀니지,Monastir,모나스티르,-8.0,모나스티르
Monbetsu Airport,몬베쓰 공항,MBE,RJEB,아시아태평양,Japan,일본,Monbetsu,몬베쓰,0.0,몬베쓰
Monghsat Airport,몽삿 공항,MOG,VYMS,아시아태평양,Myanmar,미얀마,MongHsat,몽삿,-2.5,몽삿
Mongu Airport,몬구 공항,MNR,FLMG,중동아프리카,Zambia,잠비아,Mongu,몽구,-7.0,몽구
Monkey Bay Airport,몽키 베이 공항,MYZ,FWMY,중동아프리카,Malawi,말라위,Monkey Bay,몽키 베이,-7.0,몽키 베이
Mono Airport,모노 공항,MNY,AGGO,아시아태평양,Solomon Islands,솔로몬 제도,Mono Island,모노 제도,2.0,모노 제도
Monroe County Airport,먼로 카운티 공항,BMG,KBMG,북미캐나다,United States,미국,Bloomington,블루밍턴,-14.0,블루밍턴
Monroe Regional Airport,먼로 공항,MLU,KMLU,북미캐나다,United States,미국,Monroe,먼로,-15.0,먼로
Monsenor oscar Arnulfo Romero International Airport,몬세뇨르 오스카르 아르눌포 로메로 국제공항,SAL,MSLP,중남미,El Salvador,엘살바드로,San Salvador,산 살바도르,-15.0,산 살바도르
Mont Joli Airport,몽졸리 공항,YYY,CYYY,북미캐나다,Canada,캐나다,Mont-Joli,몽 졸리,-13.0,몽 졸리
Mont Tremblant International Airport,몽트랑블랑 국제공항,YTM,CYFJ,북미캐나다,Canada,캐나다,Mont-Tremblant,몽 트랑블랑,-13.0,몽 트랑블랑
Montague Harbour Water Aerodrome,몬태규 하버 수상 비행장,YMF,n/a,북미캐나다,Canada,캐나다,Galiano Island,갈리아노 아일랜드,-17.0,갈리아노 아일랜드
Montauk Airport,몬턱 공항,MTP,KMTP,북미캐나다,United States,미국,Montauk,몬톡,-13.0,몬톡
Monte Carlo Heliport,몬테카를로 헬리포트,MCM,n/a,유럽,Monaco,모나코,Fontvieille,퐁비에유,-7.0,퐁비에유
Monteagudo Airport,몬테아구도 공항,MHW,SLAG,중남미,Bolivia,볼리비아,Monteagudo,몬테아구도,-13.0,몬테아구도
MontelIbano Airport,몬테리바노 공항,MTB,SKML,중남미,Colombia,콜롬비아,MontelIbano,몬텔리바노,-14.0,몬텔리바노
Monterey Regional Airport,몬터레이 공항,MRY,KMRY,북미캐나다,United States,미국,Monterey,몬테레이,-17.0,몬테레이
Montes Claros/Mario Ribeiro Airport,몬테스 클라로스/마리오 리베이루 공항,MOC,SBMK,중남미,Brazil,브라질,Montes Claros,몬치스 클라루스,-12.0,몬치스 클라루스
Montgomery Regional Airport,몽고메리 지역공항,MGM,KMGM,북미캐나다,United States,미국,Montgomery,몽고메리,-15.0,몽고메리
Monticello Regional Airport,몬티첼로 공항,MXO,KMXO,북미캐나다,United States,미국,Monticello,몬티첼로,-14.0,몬티첼로
Montijo Air Base,몬티조 공군기지,n/a,LPMT,유럽,Portugal,포르투갈,Lisbon,리스본,-8.0,리스본
Montpellier Mediterranee Airport,몽펠리에 메디테라네 공항,MPL,LFMT,유럽,France,프랑스,Montpellier,몽펠리에,-7.0,몽펠리에
Montreal Mirabel International Airport,몬트리올 미라벨 국제공항,YMX,CYMX,북미캐나다,Canada,캐나다,Montreal,몬트리올,-13.0,몬트리올
Montreal Trudeau International Airport,몬트리올 트뤼도 국제공항,YUL,CYUL,북미캐나다,Canada,캐나다,Montreal,몬트리올,-13.0,몬트리올
Montreal/Saint Hubert Airport,몬트리올/생 위베르 공항,YHU,CYHU,북미캐나다,Canada,캐나다,Montreal,몬트리올,-13.0,몬트리올
Montrose Regional Airport,몬트로즈 공항,MTJ,KMTJ,북미캐나다,United States,미국,Montrose,몬트로즈,-8.0,몬트로즈
Monywa Airport,모니와 공항,NYW,VYMY,아시아태평양,Myanmar,미얀마,Monywa,몬유아,-2.5,몬유아
Moomba Airport,뭄바 공항,MOO,YOOM,대양주,Australia,오스트레일리아,Moomba,뭄바,0.5,뭄바
Moorabbin Airport,무라빈 공항,MBW,YMMB,대양주,Australia,오스트레일리아,Melbourne,멜버른,1.0,멜버른
Moore County Airport,무어 카운티 공항,SOP,KSOP,북미캐나다,United States,미국,Southern Pines,서던 파인스,-13.0,서던 파인스
Moorea Airport,무레아 공항,MOZ,NTTM,아시아태평양,French Polynesia,프랑스령 폴리네시아,Moorea,모레아,-19.0,모레아
Moosonee Airport,무소니 공항,YMO,CYMO,북미캐나다,Canada,캐나다,Moosonee,무소니,-14.0,무소니
Mopah Airport,모파 공항,MKQ,WAKK,아시아태평양,Indonesia,인도네시아,Merauke,메라우케,0.0,메라우케
Mopti Airport,몹티 공항,MZI,GAMB,중동아프리카,Mali,말리,Mopti,몹티,-9.0,몹티
Mora Siljan Airport,모라 실리안 공항,MXX,ESKM,유럽,Sweden,스웨덴,Mora,모라,-8.0,모라
Moradabad Mundha Pande Airport,모라다바드 문다 판데 공항,MZS,VIMB,아시아태평양,India,인도,Mundha Pande,문드하 판데,-3.5,문드하 판데
Morafenobe Airport,모라페노베 공항,TVA,FMMR,중동아프리카,Madagascar,마다가스카르,Morafenobe,모라페노베,-6.0,모라페노베
Moranbah Airport,모란바 공항,MOV,YMRB,대양주,Australia,오스트레일리아,Moranbah,모란바,1.0,모란바
Morava Airport,모라바 공항,KVO,LYKV,유럽,Serbia,세르비아,Kraljevo,크랄례보,-7.0,크랄례보
Moree Airport,모리 공항,MRZ,YMOR,대양주,Australia,오스트레일리아,Moree,모리,1.0,모리
Morgantown Municipal Airport,모건타운 뮤니시펄 공항,MGW,KMGW,북미캐나다,United States,미국,Morgantown,모건타운,-13.0,모건타운
Morlaix Ploujean Airport,모를레,MXN,LFRU,유럽,France,프랑스,Morlaix,모를레,-7.0,모를레
Mornington Island Airport,모닝턴 아일랜드 공항,ONG,YMTI,대양주,Australia,오스트레일리아,Mornington Island,모닝턴 아일랜드,0.5,모닝턴 아일랜드
Moro Airport,모로 공항,MXH,AYMR,아시아태평양,Papua New Guinea,파푸아뉴기니,Moro,모로,-1.0,모로
Morombe Airport,모롬베 공항,MXM,FMSR,중동아프리카,Madagascar,마다가스카르,Morombe,모롬베,-6.0,모롬베
Morondava Airport,모론다바 공항,MOQ,FMMV,중동아프리카,Madagascar,마다가스카르,Morondava,모론다바,-6.0,모론다바
Morristown Municipal Airport,모리스타운 공항,MMU,KMMU,북미캐나다,United States,미국,Morristown,모리스타운,-13.0,모리스타운
Morrisville Stowe State Airport,모리스빌 스토 스테이트 공항,MVL,KMVL,북미캐나다,United States,미국,Stowe,스토우,-13.0,스토우
Morro de Sao Paulo Airport,모로 데 상파울루 공항,MXQ,n/a,중남미,Brazil,브라질,Morro de Sao Paulo,모후 지 상 파울루,-12.0,모후 지 상 파울루
Moruya Airport,모루야 공항,MYA,YMRY,대양주,Australia,오스트레일리아,Moruya,모루야,1.0,모루야
Moser Bay Seaplane Base,모저 베이 수상비행기 기지,KMY,n/a,북미캐나다,United States,미국,Moser Bay,모저 베이,-17.0,모저 베이
Moshi Airport,모시 공항,n/a,HTMS,중동아프리카,Tanzania,탄자니아,Moshi,모시,-6.0,모시
Moshoeshoe International Airport,모슈슈 국제공항,MSU,FXMM,중동아프리카,Lesotho,레소토,Maseru,마세루,-7.0,마세루
Mosjoen Airport,모쇼엔 공항,MJF,ENMS,유럽,Norway,노르웨이,Mosjoen,모스옌,-7.0,모스옌
