"출발국가","출발공항","공항코드","운항일자","계획시간","실제시간","운항편명","환승승객"
"중국","칭다오","TAO","2024-12-12","08:30","08:42","MU2044","0"
"중국","광저우","CAN","2024-12-12","08:30","08:49","OZ369","16"
"일본","삿포로","CTS","2024-12-12","08:35","08:54","LJ301","4"
"괌","괌","GUM","2024-12-12","08:35","08:56","TW303","0"
"일본","도쿄/나리타","NRT","2024-12-12","08:35","09:02","TW211","17"
"일본","도쿄/나리타","NRT","2024-12-12","08:40","09:05","ZE601","0"
"일본","후쿠오카","FUK","2024-12-12","08:40","09:18","OZ132","7"
"중국","칭다오","TAO","2024-12-12","08:45","08:45","SC4622","4"
"일본","가고시마","KOJ","2024-12-12","08:45","09:07","KE785","3"
"일본","다카마쓰","TAK","2024-12-12","08:45","09:38","RS741","0"
"중국","선양(심양)","SHE","2024-12-12","08:50","09:23","KE831","49"
"싱가포르","싱가포르","SIN","2024-12-12","08:50","09:36","SQ607","0"
"중국","장사","CSX","2024-12-12","08:55","09:03","KE819","9"
"중국","상하이/푸동","PVG","2024-12-12","08:55","09:06","MU5052","5"
"중국","톈진","TSN","2024-12-12","08:55","09:13","OZ327","32"
"일본","오사카/ 간사이","KIX","2024-12-12","08:55","09:20","LJ233","3"
"중국","광저우","CAN","2024-12-12","08:55","09:25","KE865","49"
"중국","옌지(연길)","YNJ","2024-12-12","09:00","09:16","OZ351","2"
"독일","프랑크푸르트","FRA","2024-12-12","09:00","09:20","OZ541","9"
"일본","도쿄/나리타","NRT","2024-12-12","09:00","09:26","OZ102","41"
"홍콩","홍콩","HKG","2024-12-12","09:00","09:28","OZ721","15"
"대만","타이베이","TPE","2024-12-12","09:00","09:32","KE185","11"
"일본","오사카/ 간사이","KIX","2024-12-12","09:00","09:41","KE723","34"
"중국","허페이","HFE","2024-12-12","09:05","09:18","KE135","6"
"일본","오사카/ 간사이","KIX","2024-12-12","09:05","09:29","ZE611","0"
"중국","칭다오","TAO","2024-12-12","09:05","09:34","KE845","48"
"중국","상하이/푸동","PVG","2024-12-12","09:05","09:38","OZ361","41"
"중국","창춘","CGQ","2024-12-12","09:05","09:44","OZ303","21"
"일본","오사카/ 간사이","KIX","2024-12-12","09:10","09:23","7C1303","0"
"중국","정저우","CGO","2024-12-12","09:10","09:26","KE131","24"
"베트남","하노이","HAN","2024-12-12","09:10","09:30","OZ729","6"
"일본","오사카/ 간사이","KIX","2024-12-12","09:10","09:32","BX172","0"
"일본","삿포로","CTS","2024-12-12","09:10","09:36","OZ174","42"
"미국","보스턴","BOS","2024-12-12","09:10","09:47","KE091","113"
"베트남","호찌민","SGN","2024-12-12","09:10","10:07","KE469","44"
"중국","시안","XIY","2024-12-12","09:15","09:40","KE811","10"
"태국","방콕/수완나품","BKK","2024-12-12","09:15","09:42","KE657","27"
"일본","도쿄/나리타","NRT","2024-12-12","09:15","09:44","ZE607","0"
"괌","괌","GUM","2024-12-12","09:15","09:53","KE421","3"
"필리핀","칼리보","KLO","2024-12-12","09:20","09:50","TW139","0"
"일본","도쿄/나리타","NRT","2024-12-12","09:20","12:24","RS701","0"
"중국","베이징/다싱","PKX","2024-12-12","09:25","09:47","CZ316","3"
"중국","옌지(연길)","YNJ","2024-12-12","09:25","09:55","KE117","8"
"일본","센다이","SDJ","2024-12-12","09:30","09:51","OZ152","8"
"태국","방콕/수완나품","BKK","2024-12-12","09:35","09:45","TG659","7"
"중국","다롄(대련)","DLC","2024-12-12","09:35","09:52","OZ301","12"
"괌","괌","GUM","2024-12-12","09:35","09:57","LJ913","1"
"일본","오키나와","OKA","2024-12-12","09:35","09:58","OZ172","11"
"일본","후쿠오카","FUK","2024-12-12","09:35","10:10","ZE641","0"
"미국","디트로이트","DTW","2024-12-12","09:35","10:21","DL158","191"
"일본","오사카/ 간사이","KIX","2024-12-12","09:40","09:58","7C1377","1"
"한국","부산","PUS","2024-12-12","09:40","10:01","KE1407","274"
"대만","타이베이","TPE","2024-12-12","09:40","10:09","LJ731","0"
"일본","미야자키","KMI","2024-12-12","09:40","10:14","OZ158","0"
"대만","타이베이","TPE","2024-12-12","09:45","09:59","OZ711","4"
"미국","애틀랜타","ATL","2024-12-12","09:45","10:12","KE035","171"
"홍콩","홍콩","HKG","2024-12-12","09:50","10:03","7C2101","1"
"미국","뉴욕/존에프케네디","JFK","2024-12-12","09:50","10:04","OZ222","96"
"일본","도쿄/나리타","NRT","2024-12-12","09:55","10:15","KE703","34"
"마카오","마카오","MFM","2024-12-12","09:55","10:15","NX825","0"
"중국","선전","SZX","2024-12-12","09:55","10:17","OZ371","3"
"일본","오사카/ 간사이","KIX","2024-12-12","10:00","10:26","LJ237","4"
"미국","뉴욕/존에프케네디","JFK","2024-12-12","10:00","10:29","KE081","140"
"독일","프랑크푸르트","FRA","2024-12-12","10:00","10:30","TW403","6"
"우즈베키스탄","타슈켄트","TAS","2024-12-12","10:00","10:53","HY514","8"
"일본","나고야","NGO","2024-12-12","10:05","10:18","7C1201","0"
"중국","샤먼","XMN","2024-12-12","10:05","10:25","KE125","8"
"중국","목단강","MDG","2024-12-12","10:05","10:27","KE119","1"
"괌","괌","GUM","2024-12-12","10:05","10:41","7C3101","1"
"홍콩","홍콩","HKG","2024-12-12","10:05","10:59","CX417","0"
"일본","삿포로","CTS","2024-12-12","10:05","11:20","KE765","22"
"일본","니가타","KIJ","2024-12-12","10:05","13:51","KE763","3"
"일본","후쿠오카","FUK","2024-12-12","10:10","10:31","TW291","8"
"사이판","사이판","SPN","2024-12-12","10:10","10:33","7C3211","0"
"베트남","다낭","DAD","2024-12-12","10:10","10:33","VN431","3"
"중국","시안","XIY","2024-12-12","10:10","10:34","OZ347","8"
"일본","오키나와","OKA","2024-12-12","10:10","10:36","LJ341","2"
"미국","워싱턴","IAD","2024-12-12","10:15","10:36","KE093","122"
"중국","톈진","TSN","2024-12-12","10:15","10:42","KE805","31"
"일본","삿포로","CTS","2024-12-12","10:20","10:39","TW251","12"
"일본","도쿄/나리타","NRT","2024-12-12","10:20","10:46","LJ205","1"
"이집트","카이로","CAI","2024-12-12","10:20","10:47","OZ557","2"
"캐나다","토론토","YYZ","2024-12-12","10:20","10:48","KE073","94"
"일본","도쿄/나리타","NRT","2024-12-12","10:20","10:51","TW213","5"
"미국","댈러스포트워스","DFW","2024-12-12","10:20","10:58","KE031","147"
"중국","웨이하이","WEH","2024-12-12","10:30","10:39","7C8501","2"
"베트남","하노이","HAN","2024-12-12","10:35","10:44","VN417","5"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-12","10:35","10:49","GA879","0"
"베트남","호찌민","SGN","2024-12-12","10:35","10:51","VN409","4"
"일본","오사카/ 간사이","KIX","2024-12-12","10:35","10:54","MM702","0"
"일본","후쿠오카","FUK","2024-12-12","10:35","10:56","7C1403","1"
"일본","도쿄/나리타","NRT","2024-12-12","10:35","11:00","7C1103","0"
"프랑스","파리/샤를드골","CDG","2024-12-12","10:35","11:01","OZ501","4"
"일본","나고야","NGO","2024-12-12","10:35","11:04","KE741","22"
"홍콩","홍콩","HKG","2024-12-12","10:40","10:55","KE173","8"
"중국","베이징/서우두","PEK","2024-12-12","10:40","11:06","CA710","2"
"베트남","다낭","DAD","2024-12-12","10:40","11:08","7C2901","0"
"미국","시카고/오헤어","ORD","2024-12-12","10:40","11:13","KE037","113"
"영국","런던/히드로","LHR","2024-12-12","10:40","11:17","KE907","12"
"대만","타이베이","TPE","2024-12-12","10:40","11:23","7C2601","0"
"일본","후쿠오카","FUK","2024-12-12","10:45","11:15","KE791","8"
"중국","원저우","WNZ","2024-12-12","10:45","11:27","TW611","1"
"태국","방콕/수완나품","BKK","2024-12-12","10:50","11:03","TG657","6"
"라오스","비엔티안","VTE","2024-12-12","10:50","11:11","QV924","6"
"중국","광저우","CAN","2024-12-12","10:50","11:33","CZ340","3"
"베트남","호찌민","SGN","2024-12-12","10:50","11:48","VJ863","0"
"중국","상하이/푸동","PVG","2024-12-12","10:50","12:18","OZ363","5"
"이탈리아","로마","FCO","2024-12-12","11:00","11:25","TW405","5"
"마카오","마카오","MFM","2024-12-12","11:00","12:02","7C2001","0"
"일본","오이타","OIT","2024-12-12","11:05","11:29","7C1811","0"
"일본","오사카/ 간사이","KIX","2024-12-12","11:05","11:35","KE727","5"
"베트남","하노이","HAN","2024-12-12","11:05","11:41","VJ961","2"
"말레이시아","쿠알라룸푸르","KUL","2024-12-12","11:05","11:44","MH067","4"
"베트남","다낭","DAD","2024-12-12","11:10","11:31","KE457","1"
"중국","상하이/푸동","PVG","2024-12-12","11:10","11:37","KE897","10"
"스페인","바르셀로나","BCN","2024-12-12","11:15","11:42","OZ511","2"
"일본","후쿠오카","FUK","2024-12-12","11:15","11:51","BX158","0"
"중국","다롄(대련)","DLC","2024-12-12","11:20","11:46","CZ686","2"
"태국","방콕/돈므앙","DMK","2024-12-12","11:20","11:58","XJ701","8"
"몽골","신 울란바토르","UBN","2024-12-12","11:25","12:23","7C5203","19"
"멕시코","멕시코시티","MEX","2024-12-12","11:30","11:49","AM091","24"
"인도네시아","덴파사르","DPS","2024-12-12","11:35","12:00","GA871","5"
"일본","오키나와","OKA","2024-12-12","11:35","12:04","ZE631","0"
"카자흐스탄","알마티","ALA","2024-12-12","11:40","12:05","KC910","8"
"대만","타이베이","TPE","2024-12-12","11:40","12:06","BR169","1"
"일본","오키나와","OKA","2024-12-12","11:40","12:08","TW271","0"
"중국","지난","TNA","2024-12-12","11:45","12:11","SC8002","1"
"일본","구마모토","KMJ","2024-12-12","11:50","12:09","OZ160","2"
"중국","옌타이","YNT","2024-12-12","11:55","12:08","MU550","0"
"네덜란드","암스테르담","AMS","2024-12-12","11:55","12:17","KE925","11"
"대만","가오슝","KHH","2024-12-12","12:00","12:11","CI165","0"
"일본","후쿠오카","FUK","2024-12-12","12:00","12:13","LJ263","0"
"중국","칭다오","TAO","2024-12-12","12:00","12:14","MU2040","0"
"인도","델리","DEL","2024-12-12","12:05","12:16","AI313","4"
"일본","삿포로","CTS","2024-12-12","12:05","12:36","7C1503","0"
"프랑스","파리/샤를드골","CDG","2024-12-12","12:05","13:43","KE901","8"
"일본","오사카/ 간사이","KIX","2024-12-12","12:10","12:29","TW283","16"
"스페인","마드리드","MAD","2024-12-12","12:10","12:36","KE913","4"
"중국","상하이/푸동","PVG","2024-12-12","12:15","12:20","CZ314","0"
"중국","난징","NKG","2024-12-12","12:15","12:32","MU580","2"
"헝가리","부다페스트","BUD","2024-12-12","12:15","12:48","KE961","7"
"프랑스","파리/샤를드골","CDG","2024-12-12","12:15","12:57","AF267","2"
"중국","칭다오","TAO","2024-12-12","12:20","12:45","SC4610","2"
"중국","항저우","HGH","2024-12-12","12:25","12:40","MU5072","2"
"대만","타이베이","TPE","2024-12-12","12:25","13:25","CI161","3"
"일본","후쿠오카","FUK","2024-12-12","12:30","12:38","LJ271","0"
"중국","목단강","MDG","2024-12-12","12:30","12:39","CZ6088","0"
"홍콩","홍콩","HKG","2024-12-12","12:30","12:42","UO619","0"
"중국","항저우","HGH","2024-12-12","12:30","13:06","OZ359","10"
"폴란드","바르샤바","WAW","2024-12-12","12:35","13:04","LO098","1"
"일본","삿포로","CTS","2024-12-12","12:35","13:15","BX188","0"
"싱가포르","싱가포르","SIN","2024-12-12","12:35","13:21","SQ611","0"
"일본","오사카/ 간사이","KIX","2024-12-12","12:40","13:09","BX174","0"
"일본","후쿠오카","FUK","2024-12-12","12:40","13:14","OZ134","5"
"일본","가고시마","KOJ","2024-12-12","12:40","13:19","7C1823","2"
"일본","도쿄/나리타","NRT","2024-12-12","12:40","13:27","OZ104","42"
"미국","샌프란시스코","SFO","2024-12-12","12:45","12:59","UA806","21"
"아랍에미리트","두바이","DXB","2024-12-12","12:45","13:11","KE951","8"
"중국","톈진","TSN","2024-12-12","12:45","13:17","CA172","0"
"중국","베이징/서우두","PEK","2024-12-12","12:50","13:29","OZ333","5"
"중국","다롄(대련)","DLC","2024-12-12","12:50","13:33","KE869","23"
"중국","선양(심양)","SHE","2024-12-12","12:55","13:08","CZ682","0"
"독일","프랑크푸르트","FRA","2024-12-12","12:55","13:37","LH713","4"
"일본","삿포로","CTS","2024-12-12","12:55","14:00","KE769","20"
"중국","상하이/푸동","PVG","2024-12-12","12:55","14:20","MU5042","0"
"필리핀","마닐라","MNL","2024-12-12","13:00","13:35","Z2885","0"
"일본","마쓰야마","MYJ","2024-12-12","13:05","13:45","7C1703","0"
"일본","도쿄/나리타","NRT","2024-12-12","13:05","13:47","ZG042","0"
"중국","칭다오","TAO","2024-12-12","13:05","14:37","KE843","9"
"일본","후쿠오카","FUK","2024-12-12","13:10","13:39","KE789","6"
"일본","오사카/ 간사이","KIX","2024-12-12","13:10","13:41","RS713","0"
"중국","베이징/서우두","PEK","2024-12-12","13:10","13:49","CA124","6"
"중국","칭다오","TAO","2024-12-12","13:15","14:06","MU2034","0"
"중국","샤먼","XMN","2024-12-12","13:20","13:53","MF872","0"
"몽골","신 울란바토르","UBN","2024-12-12","13:20","13:56","OM302","28"
"이탈리아","로마","FCO","2024-12-12","13:20","14:02","OZ561","36"
"미국","로스앤젤레스","LAX","2024-12-12","13:20","14:12","YP101","0"
"일본","오키나와","OKA","2024-12-12","13:20","14:16","7C1801","5"
"대만","가오슝","KHH","2024-12-12","13:25","13:58","TW671","0"
"일본","도쿄/나리타","NRT","2024-12-12","13:35","14:04","KE711","7"
"일본","도쿄/나리타","NRT","2024-12-12","13:40","14:22","NQ022","0"
"중국","항저우","HGH","2024-12-12","13:45","14:18","CA140","0"
"일본","다카마쓰","TAK","2024-12-12","13:50","14:25","LJ359","0"
"홍콩","홍콩","HKG","2024-12-12","13:50","14:27","CX453","6"
"중국","선전","SZX","2024-12-12","13:55","14:29","CZ3090","0"
"중국","칭다오","TAO","2024-12-12","14:00","14:31","SC4612","0"
"대만","타이베이","TPE","2024-12-12","14:00","14:33","OZ713","4"
"중국","웨이하이","WEH","2024-12-12","14:00","15:36","MU2018","3"
"한국","부산","PUS","2024-12-12","14:05","14:35","KE1411","110"
"마카오","마카오","MFM","2024-12-12","14:05","14:39","NX821","0"
"홍콩","홍콩","HKG","2024-12-12","14:05","15:39","HB761","0"
"우즈베키스탄","타슈켄트","TAS","2024-12-12","14:10","14:43","HH822","1"
"일본","오사카/ 간사이","KIX","2024-12-12","14:10","14:55","OZ114","16"
"중국","상하이/푸동","PVG","2024-12-12","14:15","15:16","OZ365","0"
"일본","후쿠오카","FUK","2024-12-12","14:20","14:45","TW293","5"
"중국","시안","XIY","2024-12-12","14:20","14:47","MU5022","1"
"일본","삿포로","CTS","2024-12-12","14:20","14:51","LJ303","3"
"대만","타이중/칭촨강","RMQ","2024-12-12","14:25","14:49","TW669","0"
"중국","선양(심양)","SHE","2024-12-12","14:25","14:57","KE833","8"
"일본","후쿠오카","FUK","2024-12-12","14:25","15:12","RS723","0"
"중국","청두/톈푸","TFU","2024-12-12","14:30","14:53","3U3974","0"
"미국","로스앤젤레스","LAX","2024-12-12","14:30","15:06","KE017","114"
"일본","삿포로","CTS","2024-12-12","14:35","14:58","ZE623","0"
"홍콩","홍콩","HKG","2024-12-12","14:35","15:02","HX629","0"
"중국","옌지(연길)","YNJ","2024-12-12","14:35","15:04","CZ6074","1"
"싱가포르","싱가포르","SIN","2024-12-12","14:35","16:29","KE643","10"
"일본","나고야","NGO","2024-12-12","14:40","15:14","7C1203","17"
"미국","로스앤젤레스","LAX","2024-12-12","14:40","15:18","OZ202","147"
"중국","광저우","CAN","2024-12-12","14:50","15:10","CZ338","0"
"일본","도쿄/나리타","NRT","2024-12-12","14:50","15:24","7C1107","5"
"중국","선전","SZX","2024-12-12","14:55","15:22","ZH634","0"
"홍콩","홍콩","HKG","2024-12-12","15:00","15:21","CX411","5"
"중국","베이징/서우두","PEK","2024-12-12","15:00","15:28","OZ335","6"
"일본","오사카/ 간사이","KIX","2024-12-12","15:00","15:30","LJ235","0"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-12","15:05","15:26","KE627","18"
"일본","오사카/ 간사이","KIX","2024-12-12","15:05","15:34","ZE613","0"
"일본","도쿄/나리타","NRT","2024-12-12","15:05","15:37","BX166","0"
"대만","타이중/칭촨강","RMQ","2024-12-12","15:10","15:43","KE189","1"
"일본","도쿄/나리타","NRT","2024-12-12","15:10","15:55","LJ207","2"
"일본","오사카/ 간사이","KIX","2024-12-12","15:10","16:53","KE725","9"
"일본","도쿄/나리타","NRT","2024-12-12","15:20","15:41","ZE603","0"
"일본","후쿠오카","FUK","2024-12-12","15:20","15:46","7C1405","0"
"일본","오사카/ 간사이","KIX","2024-12-12","15:20","15:51","MM706","0"
"일본","오사카/ 간사이","KIX","2024-12-12","15:20","16:31","RS715","0"
"중국","칭다오","TAO","2024-12-12","15:25","15:32","SC4614","2"
"일본","도쿄/나리타","NRT","2024-12-12","15:30","15:48","TW215","10"
"중국","난징","NKG","2024-12-12","15:30","15:58","OZ349","6"
"싱가포르","싱가포르","SIN","2024-12-12","15:30","16:49","TW173","11"
"일본","도쿄/나리타","NRT","2024-12-12","15:35","16:00","OZ106","13"
"일본","후쿠오카","FUK","2024-12-12","15:35","16:04","ZE643","0"
"일본","나고야","NGO","2024-12-12","15:35","16:06","OZ124","17"
"일본","오사카/ 간사이","KIX","2024-12-12","15:35","16:18","BX176","0"
"중국","베이징/다싱","PKX","2024-12-12","15:40","15:53","MU2074","0"
"인도네시아","자카르타/수카르노하타","CGK","2024-12-12","15:40","16:08","OZ761","26"
"중국","옌지(연길)","YNJ","2024-12-12","15:40","16:12","7C8903","5"
"일본","나고야","NGO","2024-12-12","15:40","16:14","LJ347","1"
"인도네시아","덴파사르","DPS","2024-12-12","15:40","16:33","7C5303","0"
